Population,Intervention,Comparison,Outcome,Measure,Effect,CI Lower,CI Upper,Significant,Number of participants,Number of studies,Certainty of the evidence (GRADE),Reasons for GRADE if not High,Risk of bias,Imprecision,Inconsistency,Indirectness,Publication bias
People receiving orthodontic treatment with fixed appliances,Multistrand stainless steel wire,"Wire composed of other materials (conventional StSt, superelastic nickel‐titanium, thermoelastic nickel‐titanium)",Alignment rate,NA,NA,NA,NA,NA,281,4,Very low,"Risk of bias, Imprecision",TRUE,TRUE,FALSE,FALSE,FALSE
People receiving orthodontic treatment with fixed appliances,Multistrand stainless steel wire,"Wire composed of other materials (conventional StSt, superelastic nickel‐titanium, thermoelastic nickel‐titanium)",Root resorption,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People receiving orthodontic treatment with fixed appliances,Multistrand stainless steel wire,"Wire composed of other materials (conventional StSt, superelastic nickel‐titanium, thermoelastic nickel‐titanium)",Time to alignment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People receiving orthodontic treatment with fixed appliances,Multistrand stainless steel wire,"Wire composed of other materials (conventional StSt, superelastic nickel‐titanium, thermoelastic nickel‐titanium)",Pain,MD,-2.68,-6.75,1.38,FALSE,127,2,Low,"Risk of bias, Imprecision",TRUE,TRUE,FALSE,FALSE,FALSE
People receiving orthodontic treatment with fixed appliances,Conventional NiTi wire,Superelastic NiTi wire,Alignment rate,NA,NA,NA,NA,NA,124,2,Low,"Risk of bias, Imprecision",TRUE,TRUE,FALSE,FALSE,FALSE
People receiving orthodontic treatment with fixed appliances,Conventional NiTi wire,Superelastic NiTi wire,Root resorption,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People receiving orthodontic treatment with fixed appliances,Conventional NiTi wire,Superelastic NiTi wire,Time to alignment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People receiving orthodontic treatment with fixed appliances,Conventional NiTi wire,Superelastic NiTi wire,Pain,MD,-0.29,-1.1,0.52,FALSE,142,2,Low,"Risk of bias, Imprecision",TRUE,TRUE,FALSE,FALSE,FALSE
People receiving orthodontic treatment with fixed appliances,Conventional NiTi wire,Thermoelastic CuNiTi wire,Alignment rate,MD,-0.1,-1.15,0.95,FALSE,66,1,Very low,"Risk of bias, Imprecision",TRUE,TRUE,FALSE,FALSE,FALSE
People receiving orthodontic treatment with fixed appliances,Conventional NiTi wire,Thermoelastic CuNiTi wire,Root resorption,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People receiving orthodontic treatment with fixed appliances,Conventional NiTi wire,Thermoelastic CuNiTi wire,Time to alignment,RR,1.3,0.68,2.5,FALSE,60,1,Low,Imprecision,FALSE,TRUE,FALSE,FALSE,FALSE
People receiving orthodontic treatment with fixed appliances,Conventional NiTi wire,Thermoelastic CuNiTi wire,Pain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People receiving orthodontic treatment with fixed appliances,Superelastic NiTi wire,Thermoelastic NiTi wire,Alignment rate,MD,-0.28,-0.62,0.06,FALSE,183,5,Low,"Risk of bias, Imprecision",TRUE,TRUE,FALSE,FALSE,FALSE
People receiving orthodontic treatment with fixed appliances,Superelastic NiTi wire,Thermoelastic NiTi wire,Root resorption,MD,-0.05,-0.14,0.04,FALSE,52,2,Very low,"Risk of bias, Imprecision, Inconsistency",TRUE,TRUE,TRUE,FALSE,FALSE
People receiving orthodontic treatment with fixed appliances,Superelastic NiTi wire,Thermoelastic NiTi wire,Time to alignment,MD,0.5,0.21,0.79,TRUE,32,1,Low,"Risk of bias, Imprecision",TRUE,TRUE,FALSE,FALSE,FALSE
People receiving orthodontic treatment with fixed appliances,Superelastic NiTi wire,Thermoelastic NiTi wire,Pain,MD,6.96,1.82,12.1,TRUE,94,3,Moderate,Imprecision,FALSE,TRUE,FALSE,FALSE,FALSE
People receiving orthodontic treatment with fixed appliances,Single-strand superelastic NiTi wire,Coaxial superelastic NiTi wire,Alignment rate,MD,-2.64,-4.61,-0.67,TRUE,64,2,Moderate,Imprecision,FALSE,TRUE,FALSE,FALSE,FALSE
People receiving orthodontic treatment with fixed appliances,Single-strand superelastic NiTi wire,Coaxial superelastic NiTi wire,Root resorption,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People receiving orthodontic treatment with fixed appliances,Single-strand superelastic NiTi wire,Coaxial superelastic NiTi wire,Time to alignment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People receiving orthodontic treatment with fixed appliances,Single-strand superelastic NiTi wire,Coaxial superelastic NiTi wire,Pain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People receiving orthodontic treatment with fixed appliances,Different sizes of nickel-titanium wires,Different sizes of nickel-titanium wires,Alignment rate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People receiving orthodontic treatment with fixed appliances,Different sizes of nickel-titanium wires,Different sizes of nickel-titanium wires,Root resorption,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People receiving orthodontic treatment with fixed appliances,Different sizes of nickel-titanium wires,Different sizes of nickel-titanium wires,Time to alignment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People receiving orthodontic treatment with fixed appliances,Different sizes of nickel-titanium wires,Different sizes of nickel-titanium wires,Pain,NA,NA,NA,NA,NA,149,2,Low,"Risk of bias, Imprecision",TRUE,TRUE,FALSE,FALSE,FALSE
