Population,Intervention,Comparison,Outcome,Measure,Effect,CI Lower,CI Upper,Significant,Number of participants,Number of studies,Certainty of the evidence (GRADE),Reasons for GRADE if not High,Risk of bias,Imprecision,Inconsistency,Indirectness,Publication bias
People at risk of MRONJ,Dental examinations at three-month intervals and preventive treatments,Standard care,MRONJ (incidence proportion),RR,0.1,0.02,0.39,TRUE,253,1,Very Low,We downgraded the certainty of the evidence by three levels due to very serious risk of bias (high and unbalanced rate of crossovers after randomisation; high dropout rates due to high mortality; failure to adhere to the intention‐to‐treat principle; mean follow‐up differed between experimental and control groups) and very serious limitation of indirectness (all male and high‐risk patients).,TRUE,FALSE,FALSE,TRUE,FALSE
People treated with IV bisphosphonates who need dental extractions,Dental extraction protocol with PRGF,Standard dental extraction protocol without PRGF,MRONJ (incidence proportion),RR,0.08,0,1.51,FALSE,176,1,Very Low,"We downgraded the certainty of evidence by three levels due to imprecision and very serious risk of bias (high or unclear risk of selection bias, performance bias, detection bias, and attrition bias).",TRUE,TRUE,FALSE,FALSE,FALSE
People on antiresorptive treatment,Subperiosteal wound closure,Epiperiosteal wound closure after tooth extraction,MRONJ after tooth extraction,RR,0.09,0,1.56,FALSE,132,1,Low,"We downgraded the certainty of the evidence by two levels due to imprecision and serious risk of bias (unclear selection bias, detection bias, high risk of performance bias, attrition bias and reporting bias).",TRUE,TRUE,FALSE,FALSE,FALSE
People with MRONJ,HBO as an adjunct to conventional therapy,Conventional therapy,Healing of MRONJ,RR,1.56,0.77,3.18,FALSE,46,1,Very Low,"We downgraded the certainty of the evidence by three levels due to imprecision and very serious risk of bias (unclear and high risk of selection bias, performance bias, detection bias, and attrition bias; failure to adhere to the intention‐to‐treat principle).",TRUE,TRUE,FALSE,FALSE,FALSE
People with MRONJ,Autofluorescence-guided bone surgery,Tetracycline fluorescence-guided bone surgery,Healing of MRONJ,RR,1.05,0.86,1.3,FALSE,34,1,Very Low,"We downgraded the certainty of the evidence by three levels due to imprecision and very serious risk of bias (unclear and high risk of selection bias, performance bias, and detection bias).",TRUE,TRUE,FALSE,FALSE,FALSE
People with MRONJ,Bone morphogenetic protein-2 together with platelet-rich fibrin,Platelet-rich fibrin alone,Healing of MRONJ,RR,1.1,0.94,1.29,FALSE,55,1,Very Low,"We downgraded the certainty of the evidence by three levels due to very serious limitations of imprecision and very serious risk of bias (unclear risk of selection bias, detection bias, high risk of performance bias, attrition bias, reporting bias).",TRUE,TRUE,FALSE,FALSE,FALSE
People with MRONJ,Autofluorescence-guided surgery,Conventional surgery,Healing of MRONJ,RR,1.08,0.85,1.37,FALSE,30,1,Very Low,"We downgraded the certainty � of the evidence by three levels due to very serious imprecision and serious risk of bias (high selection bias, performance bias, attrition bias, unclear risk of detection bias).",TRUE,TRUE,FALSE,FALSE,FALSE
People with MRONJ,Platelet-rich fibrin after bone surgery,Surgery alone,Healing of MRONJ,RR,1.05,0.9,1.22,FALSE,47,1,Very Low,"We downgraded the certainty of the evidence by three levels due to very serious limitation of imprecision and serious risk of bias (unclear selection bias, detection bias, high risk of performance bias, reporting bias).",TRUE,TRUE,FALSE,FALSE,FALSE
People with MRONJ,Concentrated growth factor and primary wound closure,Primary wound closure only,Healing of MRONJ,RR,1.38,0.81,2.34,FALSE,28,1,Very Low,"We downgraded the certainty of the evidence by three levels because of serious risk of bias (unclear selection bias, high risk of performance bias), very serious limitation of indirectness (only female participants with osteoporosis) and very serious limitation of imprecision (few participants).",TRUE,TRUE,FALSE,TRUE,FALSE
People with MRONJ,Teriparatide 20 μg daily,Placebo,Healing of MRONJ,RR,0.96,0.31,2.95,FALSE,33,1,Low,"We downgraded the certainty of the evidence by two levels due to imprecision and serious risk of bias (unclear selection bias, high risk of attrition bias and reporting bias).",TRUE,TRUE,FALSE,FALSE,FALSE
People with MRONJ,Teriparatide 56.5 μg weekly,Teriparatide 20 μg daily,Healing of MRONJ,RR,0.6,0.25,1.44,FALSE,12,1,Very Low,"We downgraded the certainty of the evidence by three levels due to imprecision and very serious risk of bias (unclear selection bias and detection bias, high risk of performance bias, attrition bias and reporting bias).",TRUE,TRUE,FALSE,FALSE,FALSE
