Population,Intervention,Comparison,Outcome,Measure,Effect,CI Lower,CI Upper,Significant,Number of participants,Number of studies,Certainty of the evidence (GRADE),Reasons for GRADE if not High,Risk of bias,Imprecision,Inconsistency,Indirectness,Publication bias
Healthy dentate adults,Routine scale and polish (6-monthly),No treatment,Gingivitis (proportion of index sites bleeding) at 24 months,MD,-0.02,-0.1,0.06,FALSE,207,1,Low,Single study at unclear risk of bias,TRUE,TRUE,FALSE,FALSE,FALSE
Healthy dentate adults,Routine scale and polish (6-monthly),No treatment,Calculus (mean depth in mm at index sites) at 24 months,MD,-0.24,-0.51,0.03,FALSE,207,1,Low,Single study at unclear risk of bias,TRUE,TRUE,FALSE,FALSE,FALSE
Healthy dentate adults,Routine scale and polish (6-monthly),No treatment,Plaque (proportion of index sites with plaque) at 24 months,MD,-0.04,-0.13,0.05,FALSE,207,1,Low,Single study at unclear risk of bias,TRUE,TRUE,FALSE,FALSE,FALSE
Healthy dentate young adults,Routine scale and polish every 6 months with oral hygiene instruction,Routine scale and polish every 12 months with oral hygiene instruction,Gingivitis different indices used,SMD,-0.08,-0.27,0.1,FALSE,438,2,Low,2 studies at unclear risk of bias,TRUE,TRUE,FALSE,FALSE,FALSE
Healthy dentate young adults,Routine scale and polish every 6 months with oral hygiene instruction,Routine scale and polish every 12 months with oral hygiene instruction,Calculus different indices used,SMD,-0.25,-0.44,-0.06,TRUE,438,2,Low,2 studies at unclear risk of bias,TRUE,TRUE,FALSE,FALSE,FALSE
Healthy dentate young adults,Routine scale and polish every 6 months with oral hygiene instruction,Routine scale and polish every 12 months with oral hygiene instruction,Plaque different indices used,SMD,-0.16,-0.35,0.03,FALSE,438,2,Low,2 studies at unclear risk of bias,TRUE,TRUE,FALSE,FALSE,FALSE
Healthy dentate young adults,Routine scale and polish with oral hygiene instruction,Routine scale and polish without oral hygiene instruction,Gingivitis (mean on 0-3 scale) at 24 months,MD,-0.07,-0.18,0.04,FALSE,131,1,Low,Single study at unclear risk of bias,TRUE,TRUE,FALSE,FALSE,FALSE
Healthy dentate young adults,Routine scale and polish with oral hygiene instruction,Routine scale and polish without oral hygiene instruction,Calculus (mean on 0-3 scale) at 24 months,MD,-0.02,-0.16,0.12,FALSE,131,1,Low,Single study at unclear risk of bias,TRUE,TRUE,FALSE,FALSE,FALSE
Healthy dentate young adults,Routine scale and polish with oral hygiene instruction,Routine scale and polish without oral hygiene instruction,Plaque (mean on 0-3 scale) at 24 months,MD,-0.17,-0.31,-0.03,TRUE,131,1,Low,Single study at unclear risk of bias,TRUE,TRUE,FALSE,FALSE,FALSE
Healthy dentate adults,Routine scale and polish by dental professional,Routine scale and polish by dentist,Gingivitis,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Healthy dentate adults,Routine scale and polish by dental professional,Routine scale and polish by dentist,Calculus,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Healthy dentate adults,Routine scale and polish by dental professional,Routine scale and polish by dentist,Plaque,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
