Population,Intervention,Comparison,Outcome,Measure,Effect,CI Lower,CI Upper,Significant,Number of participants,Number of studies,Certainty of the evidence (GRADE),Reasons for GRADE if not High,Risk of bias,Imprecision,Inconsistency,Indirectness,Publication bias
Children and/or adolescents (age ≤ 16 years) receiving orthodontic treatment to correct prominent upper front teeth,Early treatment with functional appliance,Late treatment with functional appliance,Overjet (mm),MD,0.21,-0.1,0.51,FALSE,343,3,Low,"Downgraded as 2 of the 3 studies were at high risk of bias, Downgraded due to heterogeneity",TRUE,FALSE,TRUE,FALSE,FALSE
Children and/or adolescents (age ≤ 16 years) receiving orthodontic treatment to correct prominent upper front teeth,Early treatment with functional appliance,Late treatment with functional appliance,Incidence of incisal trauma,OR,0.56,0.33,0.95,TRUE,332,3,Moderate,Downgraded as 2 of the 3 studies were at high risk of bias,TRUE,FALSE,FALSE,FALSE,FALSE
Children and/or adolescents (age ≤ 16 years) receiving orthodontic treatment to correct prominent upper front teeth,Early treatment with functional appliance,Late treatment with functional appliance,ANB (°),MD,-0.02,-0.47,0.43,FALSE,347,3,Moderate,Downgraded as 2 of the 3 studies were at high risk of bias,TRUE,FALSE,FALSE,FALSE,FALSE
Children and/or adolescents (age ≤ 16 years) receiving orthodontic treatment to correct prominent upper front teeth,Early treatment with headgear,Late treatment with headgear,Overjet (mm),MD,-0.22,-0.56,0.12,FALSE,238,2,Low,Downgraded twice as both studies at high risk of bias,TRUE,FALSE,FALSE,FALSE,FALSE
Children and/or adolescents (age ≤ 16 years) receiving orthodontic treatment to correct prominent upper front teeth,Early treatment with headgear,Late treatment with headgear,Incidence of incisal trauma,OR,0.45,0.25,0.8,TRUE,237,2,Low,Downgraded twice as both studies at high risk of bias,TRUE,FALSE,FALSE,FALSE,FALSE
Children and/or adolescents (age ≤ 16 years) receiving orthodontic treatment to correct prominent upper front teeth,Early treatment with headgear,Late treatment with headgear,ANB (°),MD,-0.27,-0.8,0.26,FALSE,231,2,Low,Downgraded twice as both studies at high risk of bias,TRUE,FALSE,FALSE,FALSE,FALSE
Adolescents (age between 12 and 16 years) receiving orthodontic treatment to correct prominent upper front teeth,Late treatment in adolescence with different types of fixed functional appliances,No treatment,Overjet (mm),MD,-5.46,-6.63,-4.28,TRUE,61,2,Low,Downgraded one level as both studies were at unclear risk of bias and one level because of very high heterogeneity (I² = 95%),TRUE,FALSE,TRUE,FALSE,FALSE
Adolescents (age between 12 and 16 years) receiving orthodontic treatment to correct prominent upper front teeth,Late treatment in adolescence with different types of fixed functional appliances,No treatment,Incidence of incisal trauma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adolescents (age between 12 and 16 years) receiving orthodontic treatment to correct prominent upper front teeth,Late treatment in adolescence with different types of fixed functional appliances,No treatment,ANB (°),MD,-0.53,-1.27,-0.22,TRUE,89,3,Low,Downgraded one level as the three studies were at unclear risk of bias and one level for moderate heterogeneity (I² = 51%),TRUE,FALSE,TRUE,FALSE,FALSE
Adolescents (age between 12 and 16 years) receiving orthodontic treatment to correct prominent upper front teeth,Late treatment in adolescence with different types of removable functional appliances,No treatment,Overjet (mm),MD,-4.62,-5.33,-3.92,TRUE,122,3,Low,Downgraded two levels as both studies were at high risk of bias,TRUE,FALSE,FALSE,FALSE,FALSE
Adolescents (age between 12 and 16 years) receiving orthodontic treatment to correct prominent upper front teeth,Late treatment in adolescence with different types of removable functional appliances,No treatment,Incidence of incisal trauma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adolescents (age between 12 and 16 years) receiving orthodontic treatment to correct prominent upper front teeth,Late treatment in adolescence with different types of removable functional appliances,No treatment,ANB (°),MD,-2.37,-3.01,-1.74,TRUE,99,2,Low,Downgraded two levels as both studies were at high risk of bias,TRUE,FALSE,FALSE,FALSE,FALSE
Adolescents (age between 12 and 16 years) receiving orthodontic treatment to correct prominent upper front teeth,Different types of appliances,Twin Block,Overjet (mm),MD,0.08,-0.6,0.76,FALSE,259,4,Low,"Downgraded as 2 of 4 studies were at high risk of bias, Dowgraded due to heterogeneity",TRUE,FALSE,TRUE,FALSE,FALSE
Adolescents (age between 12 and 16 years) receiving orthodontic treatment to correct prominent upper front teeth,Different types of appliances,Twin Block,Incidence of Incisal trauma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adolescents (age between 12 and 16 years) receiving orthodontic treatment to correct prominent upper front teeth,Different types of appliances,Twin Block,ANB (°),MD,-0.56,-0.96,-0.16,TRUE,320,6,Low,"Downgraded as 3 of 6 studies were at high risk of bias, Downgraded as the interventions in the comparison groups were not similar",TRUE,FALSE,TRUE,FALSE,FALSE
Adolescents (age between 12 and 16 years) receiving orthodontic treatment to correct prominent upper front teeth,Removable functional appliance,Fixed functional appliance,Overjet (mm),MD,0.74,-0.15,1.33,FALSE,154,2,Low,"Downgraded due to inconsistency (interventions were not similar between studies), Downgraded twice as both studies were at high risk of bias",TRUE,FALSE,TRUE,FALSE,FALSE
Adolescents (age between 12 and 16 years) receiving orthodontic treatment to correct prominent upper front teeth,Removable functional appliance,Fixed functional appliance,Incidence of Incisal trauma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adolescents (age between 12 and 16 years) receiving orthodontic treatment to correct prominent upper front teeth,Removable functional appliance,Fixed functional appliance,ANB (°),MD,-1.04,-1.6,-0.49,TRUE,185,3,Low,"Downgraded due to inconsistency (interventions were not similar between studies), Downgraded twice as 3 trials were at high risk of bias",TRUE,FALSE,TRUE,FALSE,FALSE
