Population,Intervention,Comparison,Outcome,Measure,Effect,CI Lower,CI Upper,Significant,Number of participants,Number of studies,Certainty of the evidence (GRADE),Reasons for GRADE if not High,Risk of bias,Imprecision,Inconsistency,Indirectness,Publication bias
Adults receiving BMT/SCT after conditioning for haematological cancers,KGF,Placebo,Oral mucositis (moderate + severe) (BMT/SCT after conditioning for haematological cancers),RR,0.89,0.8,0.99,TRUE,852,6,Low,"Downgraded by 1 level for inconsistency (substantial heterogeneity: I2 = 50% to 90%, P < 0.1); downgraded 1 further level for publication bias as there are 2 references in Studies awaiting classification that would be included in the conditioning/transplant subgroup, but the data are not available (NCT02313792; Spielberger 2001).",FALSE,FALSE,TRUE,FALSE,TRUE
Adults receiving RT to head and neck with cisplatin/5FU,KGF,Placebo,Oral mucositis (moderate + severe) (RT to head and neck with cisplatin/5FU),RR,0.91,0.83,1,FALSE,471,3,Moderate,"Downgraded by 1 level for inconsistency (substantial heterogeneity: I2 = 50% to 90%, P < 0.1).",FALSE,FALSE,TRUE,FALSE,FALSE
Adults receiving CT alone for mixed cancers,KGF,Placebo,Oral mucositis (moderate + severe) (CT alone for mixed cancers),RR,0.56,0.45,0.7,TRUE,344,4,Moderate,"Downgraded by 1 level for publication bias as there is 1 reference in Studies awaiting classification that would be included in the chemotherapy alone subgroup, but the data are not available (NCT00393822).",FALSE,FALSE,FALSE,FALSE,TRUE
Adults receiving BMT/SCT after conditioning for haematological cancers,KGF,Placebo,Oral mucositis (severe) (BMT/SCT after conditioning for haematological cancers),RR,0.85,0.65,1.11,FALSE,852,6,Low,"Downgraded by 1 level for inconsistency (substantial heterogeneity: I2 = 50% to 90%, P < 0.1); downgraded 1 further level for publication bias as there are 2 references in Studies awaiting classification that would be included in the conditioning/transplant subgroup, but the data are not available (NCT02313792; Spielberger 2001); we did not downgrade for imprecision because, despite the confidence interval including a small chance of an increase in risk, it is a fairly narrow interval and a rating of 'very low quality' would seem an overly harsh rating for this body of evidence.",FALSE,FALSE,TRUE,FALSE,TRUE
Adults receiving RT to head and neck with cisplatin/5FU,KGF,Placebo,Oral mucositis (severe) (RT to head and neck with cisplatin/5FU),RR,0.79,0.69,0.9,TRUE,471,3,High,NA,FALSE,FALSE,FALSE,FALSE,FALSE
Adults receiving CT alone for mixed cancers,KGF,Placebo,Oral mucositis (severe) (CT alone for mixed cancers),RR,0.3,0.14,0.65,TRUE,263,3,Low,"Downgraded by 1 level for imprecision (wide confidence interval, small sample size and low event rate); downgraded 1 further level for publication bias as there is 1 reference in Studies awaiting classification that would be included in the chemotherapy alone subgroup, but the data are not available (NCT00393822).",FALSE,TRUE,FALSE,FALSE,TRUE
Adults receiving CT alone for mixed cancers,KGF,Placebo,Adverse events,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adults receiving BMT/SCT after conditioning for haematological cancers,GM-CSF,Placebo/no treatment,Oral mucositis (moderate + severe) (BMT/SCT after conditioning for haematological cancers),RR,0.94,0.79,1.13,FALSE,109,1,Very Low,"Imprecision, Indirectness",FALSE,TRUE,FALSE,TRUE,FALSE
Adults receiving RT to head and neck,GM-CSF,Placebo/no treatment,Oral mucositis (moderate + severe) (RT to head and neck),RR,0.72,0.49,1.06,FALSE,29,1,Very Low,"Imprecision, Risk of bias, Indirectness, Publication bias",TRUE,TRUE,FALSE,TRUE,TRUE
Adults receiving BMT/SCT after conditioning for mixed cancers,GM-CSF,Placebo/no treatment,Oral mucositis (severe) (BMT/SCT after conditioning for mixed cancers),RR,0.74,0.33,1.67,FALSE,235,3,Low,"Imprecision, Inconsistency",FALSE,TRUE,TRUE,FALSE,FALSE
Adults receiving RT to head and neck,GM-CSF,Placebo/no treatment,Oral mucositis (severe) (RT to head and neck),RR,0.31,0.01,7.09,FALSE,29,1,Very Low,"Downgraded by 2 levels for imprecision (extremely wide confidence interval incorporating both very large increase and reduction in risk, very small sample size and very low event rate); downgraded by 1 further level for high risk of performance bias; downgraded by 1 further level for indirectness (single study so not widely generalisable); downgraded by 1 further level for publication bias as there are 2 references in Studies awaiting classification that would be included in the RT to head and neck subgroup, but the data are not currently available (Antonadou 1998; NCT00293462).",TRUE,TRUE,FALSE,TRUE,TRUE
Adults receiving CT alone for mixed cancers,GM-CSF,Placebo/no treatment,Oral mucositis (severe) (CT alone for mixed cancers),RR,0.59,0.05,7.11,FALSE,65,2,Very Low,"Downgraded by 2 levels for imprecision (extremely wide confidence interval incorporating both very large increase and reduction in risk and very small sample size); downgraded by 1 further level for high risk of performance bias; downgraded by 1 further level for inconsistency (substantial heterogeneity: I2 = 50% to 90%, P < 0.1).",TRUE,TRUE,TRUE,FALSE,FALSE
,,,Adverse events,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adults receiving CT alone for breast cancer,G-CSF,Placebo/no treatment,Oral mucositis (moderate + severe) (CT alone for breast cancer),RR,0.33,0.12,0.95,TRUE,14,1,Very Low,Downgraded by 2 levels for imprecision (wide confidence interval and very small sample size); downgraded by 1 further level for high risk of performance bias; downgraded by 1 further level for indirectness (single study so not widely generalisable).,TRUE,TRUE,FALSE,TRUE,FALSE
