Population,Intervention,Comparison,Outcome,Measure,Effect,CI Lower,CI Upper,Significant,Number of participants,Number of studies,Certainty of the evidence (GRADE),Reasons for GRADE if not High,Risk of bias,Imprecision,Inconsistency,Indirectness,Publication bias
People diagnosed with periodontitis and other cardiovascular diseases except hypertension,Periodontal treatment,No treatment,Short‐term change of SBP (mmHg),MD,0.59,-9.18,10.36,FALSE,55,1,Very low,Downgraded three levels due to serious risk of bias and very serious imprecision: the included study had high risk of bias. The confidence interval of the blood pressure had very low precision.,TRUE,TRUE,FALSE,FALSE,FALSE
People diagnosed with periodontitis,Periodontal treatment,No treatment,Short‐term change of SBP (mmHg),MD,-0.14,-4.05,3.77,FALSE,294,2,Low,Downgraded two level due to serious inconsistency and serious imprecision: there was moderate heterogeneity between two studies. The confidence interval of the blood pressure has low precision.,FALSE,TRUE,TRUE,FALSE,FALSE
People diagnosed with periodontitis and other cardiovascular diseases except hypertension,Periodontal treatment,No treatment,Long‐term change of SBP (mmHg),MD,-2.25,-9.41,4.92,FALSE,108,2,Low,"Downgraded two levels due to serious risk of bias and serious imprecision: one study had high risk of bias, the other had unclear risk of bias. The confidence interval of the blood pressure had low precision.",TRUE,TRUE,FALSE,FALSE,FALSE
People diagnosed with periodontitis,Periodontal treatment,No treatment,Long‐term change of SBP (mmHg),MD,0.14,-4.4,4.68,FALSE,168,1,Low,Downgraded two levels due to very serious imprecision: the confidence interval of the blood pressure had low precision and data available from a subgroup of only one study.,FALSE,TRUE,FALSE,FALSE,FALSE
People diagnosed with periodontitis and other cardiovascular diseases except hypertension,Periodontal treatment,No treatment,Short‐term change of DBP (mmHg),MD,-2.45,-7.95,3.05,FALSE,55,1,Very low,"Downgraded three levels due to serious risk of bias and very serious imprecision: the study had high risk of bias. The confidence interval of the blood pressure had low precision, and data available from a subgroup of only one study and small number of participants.",TRUE,TRUE,FALSE,FALSE,FALSE
People diagnosed with periodontitis,Periodontal treatment,No treatment,Short‐term change of DBP (mmHg),MD,-0.15,-2.47,2.17,FALSE,294,2,Low,Downgraded two level due to serious inconsistency and serious imprecision: there was moderate heterogeneity between two studies. The confidence interval of the blood pressure has low precision,FALSE,TRUE,TRUE,FALSE,FALSE
People diagnosed with periodontitis and other cardiovascular diseases except hypertension,Periodontal treatment,No treatment,Long‐term change of DBP (mmHg),MD,-2.55,-6.9,1.8,FALSE,103,2,Low,"Downgraded two levels due to serious risk of bias and serious imprecision: one study had high risk of bias, the other had unclear risk of bias. The confidence interval of the blood pressure had low precision.",TRUE,TRUE,FALSE,FALSE,FALSE
People diagnosed with periodontitis,Periodontal treatment,No treatment,Long‐term change of DBP (mmHg),MD,-0.2,-3.02,2.62,FALSE,168,1,Low,Downgraded two levels due to very serious imprecision: the confidence interval of the blood pressure had low precision and data available from a subgroup of only one study.,FALSE,TRUE,FALSE,FALSE,FALSE
People diagnosed with periodontitis,Periodontal treatment,No treatment,Long‐term change of DBP (mmHg),NA,NA,NA,NA,NA,294,1,Low,"Downgraded two levels due to serious imprecision and serious inconsistency: only two studies reported this outcome, and they did not report data adequately to enable us to evaluate the risk of adverse events.",FALSE,TRUE,TRUE,FALSE,FALSE
"People diagnosed with periodontitis, or hypertension, or both",Periodontal treatment,Supra‐gingival scaling,Short‐term change of SBP (mmHg) – people diagnosed with periodontitis,MD,-3.55,-10.09,-2.98,TRUE,227,2,Very low,Downgraded three levels due to very serious inconsistency and serious imprecision: there was considerable heterogeneity between two studies. The confidence interval of the blood pressure had low precision.,FALSE,TRUE,TRUE,FALSE,FALSE
People diagnosed with periodontitis and hypertension,Periodontal treatment,Supra‐gingival scaling,Short‐term change of SBP (mmHg),MD,-11.2,-15.4,-7,TRUE,101,1,Moderate,Downgraded one level due to serious imprecision: data available from a subgroup of only one study.,FALSE,TRUE,FALSE,FALSE,FALSE
"People diagnosed with periodontitis, or hypertension, or both",Periodontal treatment,Supra‐gingival scaling,Long‐term change of SBP (mmHg) – people diagnosed with periodontitis,MD,-6.64,-16.83,-3.55,TRUE,227,2,Very low,Downgraded three levels due to very serious inconsistency and very serious imprecision: there was considerable heterogeneity between two studies. The confidence interval of the blood pressure had very low precision.,FALSE,TRUE,TRUE,FALSE,FALSE
"People diagnosed with periodontitis, or hypertension, or both",Periodontal treatment,Supra‐gingival scaling,Short‐term change of DBP (mmHg) – people diagnosed with periodontitis,MD,-2.08,-4.84,0.68,FALSE,227,2,Low,Downgraded one level due to serious inconsistency and serious imprecision: there was substantial heterogeneity between two studies. The confidence interval of the blood pressure had low precision.,FALSE,TRUE,TRUE,FALSE,FALSE
People diagnosed with periodontitis and hypertension,Periodontal treatment,Supra‐gingival scaling,Short‐term change of DBP (mmHg),MD,-8.4,-12.19,-4.61,TRUE,101,1,Moderate,Downgraded one level due to serious imprecision: data available from a subgroup of only one study.,FALSE,TRUE,FALSE,FALSE,FALSE
"People diagnosed with periodontitis, or hypertension, or both",Periodontal treatment,Supra‐gingival scaling,Long‐term change of DBP (mmHg) – people diagnosed with periodontitis,MD,-4.96,-13.04,3.13,FALSE,227,2,Very low,Downgraded three levels due to very serious inconsistency and serious imprecision: there was considerable heterogeneity between two studies. The confidence interval of the blood pressure had low precision.,FALSE,TRUE,TRUE,FALSE,FALSE
"People diagnosed with periodontitis, or hypertension, or both",Periodontal treatment,Supra‐gingival scaling,NA,NA,NA,NA,NA,NA,328,3,Moderate,Downgraded two levels due to serious imprecision: small number of participants and studies.,FALSE,TRUE,FALSE,FALSE,FALSE
