Population,Intervention,Comparison,Outcome,Measure,Effect,CI Lower,CI Upper,Significant,Number of participants,Number of studies,Certainty of the evidence (GRADE),Reasons for GRADE if not High,Risk of bias,Imprecision,Inconsistency,Indirectness,Publication bias
people undergoing aerosol generating procedures,high-volume evacuation (HVE),no HVE,Rate of infection of dental staff or patients,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
people undergoing aerosol generating procedures,high-volume evacuation (HVE),no HVE,Reduction in volume of contaminated aerosols in the operative environment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
people undergoing aerosol generating procedures,high-volume evacuation (HVE),no HVE,Reduction in level of contamination in aerosols (CFU/mm³) during ultrasonic scaling and air polishing at less than 1 foot from oral cavity,MD,-47.41,-92.76,-2.06,TRUE,122,3,VERY LOW,"Downgraded 1 level for unclear risk of bias in at least 2 domains, 2 levels for inconsistency due to substantial heterogeneity and 2 levels for imprecision due to wide confidence intervals",TRUE,TRUE,TRUE,FALSE,FALSE
people undergoing aerosol generating procedures,high-volume evacuation (HVE),no HVE,Reduction in level of contamination in aerosols (CFU/mm³) during ultrasonic scaling and air polishing at more than 1 foot from oral cavity,MD,-1,-2.56,0.56,FALSE,80,1,VERY LOW,Downgraded 1 level for unclear risk of selection bias and reporting bias and 2 levels for imprecision due to wide confidence intervals,TRUE,TRUE,FALSE,FALSE,TRUE
people undergoing aerosol generating procedures,HVE,conventional dental suction,Rate of infection of dental staff or patients,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
people undergoing aerosol generating procedures,HVE,conventional dental suction,Reduction in volume of contaminated aerosols in the operative environment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
people undergoing aerosol generating procedures,HVE,conventional dental suction,Reduction in level of contamination in aerosols during ultrasonic scaling at 40 cm,MD,-2.3,-5.32,0.72,FALSE,6,1,VERY LOW,"Downgraded 2 levels for imprecision due to small sample size reported in a single study and 1 level for unclear risk of selection, detection and reporting bias",TRUE,TRUE,FALSE,FALSE,TRUE
people undergoing aerosol generating procedures,HVE,conventional dental suction,Reduction in level of contamination in aerosols during ultrasonic scaling at 150 cm,MD,-2.2,-14.01,9.61,FALSE,6,1,VERY LOW,"Downgraded 2 levels for imprecision due to small sample size reported in a single study and 1 level for unclear risk of selection, detection and reporting bias",TRUE,TRUE,FALSE,FALSE,TRUE
people undergoing aerosol generating procedures,rubber dam,no rubber dam,Rate of infection of dental staff or patients,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
people undergoing aerosol generating procedures,rubber dam,no rubber dam,Reduction in volume of contaminated aerosols in the operative environment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
people undergoing aerosol generating procedures,rubber dam,no rubber dam,Reduction in level of contamination in aerosols during restorative procedures at 1 meter from mouth,MD,-16.2,-19.36,-13.04,TRUE,10,1,VERY LOW,"Downgraded 1 level for unclear risk of selection, detection and reporting bias and 2 levels for imprecision due to small sample size reported in a single study",TRUE,TRUE,FALSE,FALSE,TRUE
people undergoing aerosol generating procedures,rubber dam,no rubber dam,Reduction in the level of contamination in aerosols during restorative procedures at 2 meters from mouth,MD,-11.7,-15.82,-7.58,TRUE,10,1,VERY LOW,"Downgraded 1 level for unclear risk of selection, detection and reporting bias and 2 levels for imprecision due to small sample size reported in a single study",TRUE,TRUE,FALSE,FALSE,TRUE
people undergoing aerosol generating procedures,rubber dam,no rubber dam,Reduction in the level of contamination in aerosols during restorative procedures at forehead,MD,0.98,-0.73,2.7,FALSE,47,1,VERY LOW,Downgraded 2 levels for high risk of selection and attrition bias and 2 levels for imprecision due to small sample size reported in a single study,TRUE,TRUE,FALSE,FALSE,FALSE
people undergoing aerosol generating procedures,rubber dam,no rubber dam,Reduction in the level of contamination in aerosols during restorative procedures at occiput,MD,0.77,-0.46,2,FALSE,47,1,VERY LOW,Downgraded 2 levels for high risk of selection and attrition bias and 2 levels for imprecision due to small sample size reported in a single study,TRUE,TRUE,FALSE,FALSE,FALSE
people undergoing aerosol generating procedures,rubber dam + HVE,no rubber dam + HVE,Rate of infection of dental staff or patients,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
people undergoing aerosol generating procedures,rubber dam + HVE,no rubber dam + HVE,Reduction in volume of contaminated aerosols in the operative environment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
people undergoing aerosol generating procedures,rubber dam + HVE,no rubber dam + HVE,Reduction in level of contamination in aerosols during restorative procedures at participant's chest,MD,-251,-267.95,-234.05,TRUE,21,1,VERY LOW,"Downgraded 2 levels for unclear risk of selection and reporting bias and high risk of detection bias, and 2 levels for imprecision due to small sample size reported in a single study",TRUE,TRUE,FALSE,FALSE,TRUE
people undergoing aerosol generating procedures,rubber dam + HVE,no rubber dam + HVE,Reduction in level of contamination in aerosols during restorative procedures at dental unit light,MD,-12.7,-12.85,-12.55,TRUE,21,1,VERY LOW,"Downgraded 2 levels for unclear risk of selection and reporting bias and high risk of detection bias, and 2 levels for imprecision due to small sample size reported in a single study",TRUE,TRUE,FALSE,FALSE,TRUE
