Population,Intervention,Comparison,Outcome,Measure,Effect,CI Lower,CI Upper,Significant,Number of participants,Number of studies,Certainty of the evidence (GRADE),Reasons for GRADE if not High,Risk of bias,Imprecision,Inconsistency,Indirectness,Publication bias
Patients undergoing dental treatment,Acupuncture without sedation,Sham acupuncture,Completion of dental procedure,RR,1.78,1.05,3.01,TRUE,59,2,Very Low,"Downgraded 1 level for unclear risk of bias.
Downgraded 1 level for indirectness: only 2 studies and done only in adults.
Downgraded 1 level, imprecision apparent from width of confidence interval (due to small sample size even after combining 2 studies (n = 59)).",TRUE,TRUE,FALSE,TRUE,FALSE
Patients undergoing dental treatment,Acupuncture without sedation,Sham acupuncture,"Reduction in gagging (patient?reported, dichotomous data)",RR,2.57,1.12,5.89,TRUE,26,1,Very Low,"Downgraded 1 level for unclear risk of bias.
Downgraded 1 level for indirectness: single study including adults only.
Downgraded 1 level, imprecision apparent from width of confidence interval (due to small sample size (n = 26)).",TRUE,TRUE,FALSE,TRUE,FALSE
Patients undergoing dental treatment,Acupuncture without sedation,Sham acupuncture,Presence or absence of gagging,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patients undergoing dental treatment,Acupuncture without sedation,Sham acupuncture,Adverse effects,NA,NA,NA,NA,NA,33,1,Very Low,"Downgraded 1 level for unclear risk of bias.
Downgraded 1 level for indirectness: single study including adults only.
Downgraded 1 level, imprecision apparent from width of confidence interval (due to small sample size (n = 33)).",TRUE,TRUE,FALSE,TRUE,FALSE
Patients undergoing dental treatment,Acupuncture with sedation,Sham acupuncture,Completion of dental procedure,RR,1.08,0.91,1.28,FALSE,34,1,Very Low,"Downgraded 1 level for unclear risk of bias.
Downgraded 1 level for indirectness: single study including adults only.
Downgraded 1 level, imprecision apparent from width of confidence interval (due to small sample size (n = 34)).",TRUE,TRUE,FALSE,TRUE,FALSE
Patients undergoing dental treatment,Acupuncture with sedation,Sham acupuncture,Reduction in gagging (patient-reported),RR,1.09,0.87,1.37,FALSE,34,1,Very Low,"Downgraded 1 level for unclear risk of bias.
Downgraded 1 level for indirectness: single study including adults only.
Downgraded 1 level, imprecision apparent from width of confidence interval (due to small sample size (n = 34)).",TRUE,TRUE,FALSE,TRUE,FALSE
Patients undergoing dental treatment,Acupuncture with sedation,Sham acupuncture,Presence or absence of gagging,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patients undergoing dental treatment,Acupuncture with sedation,Sham acupuncture,Adverse effects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patients undergoing dental treatment,"acupressure with thumb, device or sea band",sham acupressure with or without sedation,Presence or absence of gagging,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patients undergoing dental treatment,"acupressure with thumb, device or sea band",sham acupressure with or without sedation,Adverse effects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patients undergoing dental treatment,Acupressure with thumb,Sham acupressure,Completion of dental procedure,RR,0.85,0.5,1.46,FALSE,30,1,Very Low,"Downgraded 1 level for unclear risk of bias.
Downgraded 1 level for indirectness: single trial done only in adults.
Downgraded 1 level, imprecision apparent from width of confidence interval (due to small sample size).",TRUE,TRUE,FALSE,TRUE,FALSE
Patients undergoing dental treatment,Acupressure with thumb,Sham acupressure,Reduction in gagging (patient-reported),RR,0.92,0.6,1.41,FALSE,30,1,Very Low,"Downgraded 1 level for unclear risk of bias.
Downgraded 1 level for indirectness: single trial done only in adults.
Downgraded 1 level, imprecision apparent from width of confidence interval (due to small sample size).",TRUE,TRUE,FALSE,TRUE,FALSE
Patients undergoing dental treatment,Acupressure with device,Sham acupressure,Completion of dental procedure,RR,2.63,1.33,5.18,TRUE,34,1,Very Low,"Downgraded 1 level for unclear risk of bias.
Downgraded 1 level for indirectness: single trial done only in adults.
Downgraded 1 level, imprecision apparent from width of confidence interval (due to small sample size).",TRUE,TRUE,FALSE,TRUE,FALSE
Patients undergoing dental treatment,Acupressure with device,Sham acupressure,Reduction in gagging (patient-reported),RR,3.94,1.63,9.53,TRUE,34,1,Very Low,"Downgraded 1 level for unclear risk of bias.
Downgraded 1 level for indirectness: single trial done only in adults.
Downgraded 1 level, imprecision apparent from width of confidence interval (due to small sample size).",TRUE,TRUE,FALSE,TRUE,FALSE
