Population,Intervention,Comparison,Outcome,Measure,Effect,CI Lower,CI Upper,Significant,Number of participants,Number of studies,Certainty of the evidence (GRADE),Reasons for GRADE if not High,Risk of bias,Imprecision,Inconsistency,Indirectness,Publication bias
"For interventions, pregnant women and mothers or other caregivers of infants in the first year of life; for outcomes, children up to 6 years of age","Diet and feeding practice advice about a healthy diet (including breastfeeding promotion and sugar avoidance) and feeding practices (e.g. relating to use of bottle feeding and sleep), for infants and young children",Standard care,Caries presence in primary teeth (children 0 to 6 yrs),RR,0.85,0.75,0.97,TRUE,782,3,Moderate,"ROB (‐1): downgraded for unclear implications for risk of bias associated with high attrition in trials (not downgraded for lack of blinding of participants and personnel, which is a feature of all three included trials, as due to the objective outcome this is unlikely to have introduced bias)",TRUE,FALSE,FALSE,FALSE,FALSE
"For interventions, pregnant women and mothers or other caregivers of infants in the first year of life; for outcomes, children up to 6 years of age","Diet and feeding practice advice about a healthy diet (including breastfeeding promotion and sugar avoidance) and feeding practices (e.g. relating to use of bottle feeding and sleep), for infants and young children",Standard care,"dmfs index score (range 0 to 80, children 0 to 6 yrs)",MD,-0.29,-0.58,0,FALSE,757,2,Low,"ROB (‐1): downgraded for unclear implications for risk of bias associated with high attrition (not downgraded for lack of blinding due to objective outcome); imprecision (‐1): downgraded for confidence interval passing through line of no effect, signalling uncertainly about direction of intervention effect",TRUE,TRUE,FALSE,FALSE,FALSE
"For interventions, pregnant women and mothers or other caregivers of infants in the first year of life; for outcomes, children up to 6 years of age","Diet and feeding practice advice about a healthy diet (including breastfeeding promotion and sugar avoidance) and feeding practices (e.g. relating to use of bottle feeding and sleep), for infants and young children",Standard care,"dmft index score (range 0 to 20, children assessed at 4 yrs)",MD,-0.9,-1.85,0.05,FALSE,340,1,Very low,"ROB (‐1): downgraded for unclear implications for risk of bias associated with high attrition (not downgraded for lack of blinding due to objective outcome); imprecision (‐2): downgraded for confidence interval passing through line of no effect, and only 1 study with few participants",TRUE,TRUE,FALSE,FALSE,FALSE
"For interventions, pregnant and lactating women; for outcomes, young children up to 6 years of age",Breastfeeding promotion and support (e.g. individual tailored home-based peer counselling focused on providing information about the importance of breastfeeding and offering advice and support for healthy breastfeeding),Standard care,Caries presence in primary teeth (children 0 to 6 yrs),RR,0.96,0.89,1.03,FALSE,1148,2,Low,"ROB (‐1): downgraded for one of the two included trials at unclear risk of selection and detection bias, and with some attrition (this trial with 21% weight only in meta‐analysis) (not downgraded for lack of blinding of participants and personnel due to objective outcome); imprecision (‐1): downgraded for wide confidence interval passing through line of no effect",TRUE,TRUE,FALSE,FALSE,FALSE
"For interventions, pregnant and lactating women; for outcomes, young children up to 6 years of age",Breastfeeding promotion and support (e.g. individual tailored home-based peer counselling focused on providing information about the importance of breastfeeding and offering advice and support for healthy breastfeeding),Standard care,"dmfs index score (range 0 to 80, children 0 to 6 yrs)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"For interventions, pregnant and lactating women; for outcomes, young children up to 6 years of age",Breastfeeding promotion and support (e.g. individual tailored home-based peer counselling focused on providing information about the importance of breastfeeding and offering advice and support for healthy breastfeeding),Standard care,"dmft index score (range 0 to 20, children assessed at 4 yrs)",MD,-0.12,-0.59,0.36,FALSE,652,2,Low,"ROB (‐1): downgraded for one of the two included trials at unclear risk of selection and detection bias, and with some attrition (this trial with 21% weight only in meta‐analysis) (not downgraded for lack of blinding of participants and personnel due to objective outcome); imprecision (‐1): downgraded for wide confidence interval passing through line of no effect",TRUE,TRUE,FALSE,FALSE,FALSE
"For interventions, pregnant women and mothers or other caregivers of infants in the first year of life; for outcomes, children up to 6 years of age",Advice about how to achieve a healthy diet for their infants (tailored advice focused on ensuring a diet low in saturated fat and cholesterol intake),Standard care,Caries presence in primary teeth (children 0 to 6 yrs),RR,1.08,0.34,3.37,FALSE,148,1,Very low,"ROB (‐1): downgraded for risk of selection bias, and possible bias due to attrition (not downgraded for lack of blinding of participants and personnel due to objective outcome); imprecision (‐2): downgraded for wide confidence interval passing through line of no effect",TRUE,TRUE,FALSE,FALSE,FALSE
"For interventions, pregnant women and mothers or other caregivers of infants in the first year of life; for outcomes, children up to 6 years of age",Advice about how to achieve a healthy diet for their infants (tailored advice focused on ensuring a diet low in saturated fat and cholesterol intake),Standard care,"dmfs index score (range 0 to 80, children 0 to 6 yrs)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"For interventions, pregnant women and mothers or other caregivers of infants in the first year of life; for outcomes, children up to 6 years of age",Advice about how to achieve a healthy diet for their infants (tailored advice focused on ensuring a diet low in saturated fat and cholesterol intake),Standard care,"dmft index score (range 0 to 20, children assessed at 4 yrs)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"For interventions, pregnant women and mothers or other caregivers of infants in the first year of life; for outcomes, children up to 6 years of age","Package of oral health education and promotion measures including oral hygiene advice for pregnant women, mothers infants and young children, and dietary and feeding practice advice focused on infants and young children",Standard care,Caries presence in primary teeth (children 0 to 6 yrs),RR,0.91,0.75,1.1,FALSE,365,2,Low,ROB (‐1): downgraded for unclear risk of selection bias and unclear implications associated with loss of data. Imprecision (‐1): downgraded for confidence interval passing through line of no effect (signals uncertainty about direction of the intervention effect),TRUE,TRUE,FALSE,FALSE,FALSE
"For interventions, pregnant women and mothers or other caregivers of infants in the first year of life; for outcomes, children up to 6 years of age","Package of oral health education and promotion measures including oral hygiene advice for pregnant women, mothers infants and young children, and dietary and feeding practice advice focused on infants and young children",Standard care,"dmfs index score (range 0 to 80, children 0 to 6 yrs)",MD,-0.99,-2.45,0.47,FALSE,187,1,Very low,"ROB (‐1): downgraded for unclear risk of selection bias, and uncertain risk of bias implications associated with attrition (not downgraded for lack of blinding due to objective outcome); Imprecision (‐2): downgraded for line passing through line of no effect and only one study in analysis",TRUE,TRUE,FALSE,FALSE,FALSE
"For interventions, pregnant women and mothers or other caregivers of infants in the first year of life; for outcomes, children up to 6 years of age","Package of oral health education and promotion measures including oral hygiene advice for pregnant women, mothers infants and young children, and dietary and feeding practice advice focused on infants and young children",Standard care,"dmft index score (range 0 to 20, children assessed at 4 yrs)",MD,-0.3,-0.96,0.36,FALSE,187,1,Very low,"ROB (‐1): downgraded for unclear risk of selection bias, and uncertain risk of bias implications associated with attrition (not downgraded for lack of blinding due to objective outcome); Imprecision (‐2): downgraded for line passing through line of no effect and only one study in analysis",TRUE,TRUE,FALSE,FALSE,FALSE
"For interventions, pregnant women and mothers of infants in the first year of life; for outcomes, children up to 6 years of age for outcome",Prophylaxis (teeth cleaning) and CHX or iodine-NaF solution application in dentition of women,Placebo,Caries presence in primary teeth (children 0 to 6 yrs),RR,0.97,0.8,1.19,FALSE,479,3,Very low,ROB (‐1): downgraded for all three trials being at unclear risk of selection bias (not certain if random sequence generated and used to assign participants to groups) and attrition bias (loss of data) (not downgraded for lack of blinding due to objective outcome); inconsistency (‐1): downgraded for analysis indicating variation between the three included trials in the effect estimate (I2 = 52%); imprecision (‐1): downgraded for wide confidence intervention and confidence interval passing through the line of no effect (signalling uncertainty about the size and direction of intervention effect),TRUE,TRUE,TRUE,FALSE,FALSE
"For interventions, pregnant women and mothers of infants in the first year of life; for outcomes, children up to 6 years of age for outcome",Prophylaxis (teeth cleaning) and CHX or iodine-NaF solution application in dentition of women,Placebo,"dmfs index score (range 0 to 80, children 0 to 6 yrs)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"For interventions, pregnant women and mothers of infants in the first year of life; for outcomes, children up to 6 years of age for outcome",Prophylaxis (teeth cleaning) and CHX or iodine-NaF solution application in dentition of women,Placebo,"dmft index score (range 0 to 20, children assessed at 4 yrs)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"For interventions, pregnant women and mothers of infants in the first year of life for the intervention; for outcomes, children up to 6 years of age",Consumption of xylitol chewing gum by women,Consumption of CHX/xylitol gum by women or CHX varnish applied to women's dentition,Caries presence in primary teeth (children 0 to 6 yrs),RR,0.62,0.27,1.39,FALSE,96,1,Very low,"ROB (‐1): downgraded for unclear risk of selection and attrition bias (not downgraded for lack of blinding of participants and personal as objective outcome); Imprecision (‐2): wide confidence interval passing through line of no effect (uncertainly about direction and magnitude of intervention effect), and only one study",TRUE,TRUE,FALSE,FALSE,FALSE
"For interventions, pregnant women and mothers of infants in the first year of life for the intervention; for outcomes, children up to 6 years of age",Consumption of xylitol chewing gum by women,Consumption of CHX/xylitol gum by women or CHX varnish applied to women's dentition,"dmfs index score (range 0 to 80, children 0 to 6 yrs)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"For interventions, pregnant women and mothers of infants in the first year of life for the intervention; for outcomes, children up to 6 years of age",Consumption of xylitol chewing gum by women,Consumption of CHX/xylitol gum by women or CHX varnish applied to women's dentition,"dmft index score (range 0 to 20, children assessed at 4 yrs)",MD,-2.39,-4.1,-0.68,TRUE,113,1,Low,"ROB (‐1): downgraded for unclear risk of selection bias (uncertain whether participants randomly assigned to groups), and attrition bias (not downgraded for inability to blind participants or personnel as objective outcome); Imprecision (‐1): downgraded for moderately wide confidence interval and only one study",TRUE,TRUE,FALSE,FALSE,FALSE
