Population,Intervention,Comparison,Outcome,Measure,Effect,CI Lower,CI Upper,Significant,Number of participants,Number of studies,Certainty of the evidence (GRADE),Reasons for GRADE if not High,Risk of bias,Imprecision,Inconsistency,Indirectness,Publication bias
People who had received fixed appliance treatment,Removable retainers,Fixed retainers,Stability - Little's Irregularity Index in lower arch,MD,0.6,0.17,1.03,TRUE,84,1,Low,Downgraded twice: once for high risk of bias and once for imprecision (only one study),TRUE,TRUE,FALSE,FALSE,FALSE
People who had received fixed appliance treatment,Removable retainers,Fixed retainers,Failure of retainers (lower),NA,NA,NA,NA,NA,133,2,Very low,"Downgraded three times: once for high risk of bias, once for imprecision and once for inconsistency",TRUE,TRUE,TRUE,FALSE,FALSE
People who had received fixed appliance treatment,Removable retainers,Fixed retainers,Adverse effects on health (gingival bleeding),RR,0.53,0.31,0.88,TRUE,84,1,Low,Downgraded twice: once for high risk of bias and once for imprecision (only one study),TRUE,TRUE,FALSE,FALSE,FALSE
People who had received fixed appliance treatment,Removable retainers,Fixed retainers,Patient satisfaction,MD,-12.84,-18.6,-7.09,TRUE,81,1,Low,Downgraded twice: once for high risk of bias and once for imprecision (only one study),TRUE,TRUE,FALSE,FALSE,FALSE
People who have received fixed appliance treatment,One type of fixed retainer,Another type of fixed retainer,Stability - Little's Irregularity Index,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
People who have received fixed appliance treatment,One type of fixed retainer,Another type of fixed retainer,Failure of retainers (lower arch),RR,1.1,0.77,1.57,FALSE,228,3,Low,Downgraded twice: once for high risk of bias and once for imprecision,TRUE,TRUE,FALSE,FALSE,FALSE
People who have received fixed appliance treatment,One type of fixed retainer,Another type of fixed retainer,Adverse effects on health,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
People who have received fixed appliance treatment,One type of fixed retainer,Another type of fixed retainer,Patient satisfaction,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
People who have received fixed appliance treatment,One type of removable retainer or wear time,Another type of removable retainer or wear time,Stability - Little's Irregularity Index in upper arch,NA,NA,NA,NA,NA,419,3,Low to moderate,"Data used from 3 studies comparing different removable retainers used for different time periods

1 study at low risk of bias comparing part?time thermoplastic vs. full?time thermoplastic retainer showed no evidence to suggest a difference (graded moderate quality evidence: downgraded once due to imprecision). There was also data from additional study with a low risk of bias that could not be analysed using Review Manager 5 that suggested no evidence of difference in relapse when thermoplastic retainers were worn full?time or part?time

1 study comparing part?time and full?time Hawley retainers showed no evidence of a difference (graded low quality of evidence: downgraded twice due to high risk of bias and imprecision).
1 study at high risk of bias comparing upper Hawley retainers and upper thermoplastic retainers suggested there was statistical, but not clinically significant, reductions in relapse with thermoplastic retainers (graded low quality: downgraded twice due to high risk of bias and imprecision)",TRUE,TRUE,FALSE,FALSE,FALSE
People who have received fixed appliance treatment,One type of removable retainer or wear time,Another type of removable retainer or wear time,Stability - Little's Irregularity Index in lower arch,NA,NA,NA,NA,NA,643,4,Low to moderate,"Data used from 4 studies comparing different removable retainers used for different time periods.

1 study at low risk of bias comparing part?time thermoplastic vs. full?time thermoplastic retainer showed no evidence to suggest a difference (graded moderate quality evidence, downgraded once due to imprecision)

2 studies at high risk of bias suggested that stability was better for thermoplastic retainers vs. Hawley retainers, and for thermoplastic full?time retainers vs. Begg (full?time) retainers (both low quality evidence; downgraded twice due to high risk of bias and imprecision)

1 study with a high risk of bias comparing part?time and full?time wear of lower Hawley retainers found no evidence of any difference in relapse (low quality evidence: downgraded twice due to high risk of bias and imprecision).

Data from an additional study with a low risk of bias that could not be analysed using Review Manager to support this evidence",TRUE,TRUE,FALSE,FALSE,FALSE
People who have received fixed appliance treatment,One type of removable retainer or wear time,Another type of removable retainer or wear time,Failure of retainers,NA,NA,NA,NA,NA,457,2,Low,"2 studies provided data
1 study comparing Hawley retainers vs. part?time thermoplastic retainers showed no difference in the number of retainers that were lost (low quality evidence, downgraded twice due to high risk of bias)
1 study with a high risk of bias comparing full?time wear of Hawley retainers vs. full?time thermoplastic retainers found greater failure rates in the lower thermoplastic retainers (low quality evidence, downgraded twice due to high risk of bias, and imprecision)",TRUE,TRUE,FALSE,FALSE,FALSE
People who have received fixed appliance treatment,One type of removable retainer or wear time,Another type of removable retainer or wear time,Adverse effects on health,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
People who have received fixed appliance treatment,One type of removable retainer or wear time,Another type of removable retainer or wear time,Patient satisfaction (Embarrassed to wear retainer),RR,2.42,1.3,4.49,TRUE,348,1,Low,"1 study comparing Hawley and thermoplastic retainers found participants who wore the Hawley retainers found them harder to wear as instructed, and judged them more negatively when comparing them to the fixed appliances they had worn. There was no evidence of a difference between the Hawley and thermoplastic retainer groups in terms of discomfort or ability to wear them away from home (low quality evidence, downgraded twice as one study with high risk of bias and imprecision)",TRUE,TRUE,FALSE,FALSE,FALSE
