Population,Intervention,Comparison,Outcome,Measure,Effect,CI Lower,CI Upper,Significant,Number of participants,Number of studies,Certainty of the evidence (GRADE),Reasons for GRADE if not High,Risk of bias,Imprecision,Inconsistency,Indirectness,Publication bias
Adults undergoing bleaching,10% CP gel in tray,Placebo,Tooth whitening - 6 months,RR,6.74,3.15,14.4,TRUE,109,2,Very low,"Downgraded for risk of bias. unclear risk of bias due to lack of allocation concealment, performance, and detection bias. Downgraded for imprecision, low sample size and event rate",TRUE,TRUE,FALSE,FALSE,FALSE
Adults undergoing bleaching,5% CP gel in tray,Placebo,Tooth whitening - 2 weeks,MD,4.56,1.52,7.59,TRUE,21,1,Very low,"Downgraded for risk of bias. unclear risk of bias due to lack of allocation concealment, performance, and detection bias. Downgraded for imprecision, low sample size and event rate",TRUE,TRUE,FALSE,FALSE,FALSE
Adults undergoing bleaching,10% CP gel with desensitiser,Placebo,Tooth whitening - 2 weeks,MD,4.7,3.28,6.12,TRUE,37,1,Very low,"Downgraded for risk of bias. unclear risk of bias due to lack of allocation concealment, performance, and detection bias. Downgraded for imprecision, low sample size and event rate",TRUE,TRUE,FALSE,FALSE,FALSE
Adults undergoing bleaching,10% CP gel (lighter shade),Placebo,Tooth whitening - 2 weeks,MD,4.5,4.04,4.96,TRUE,179,1,Very low,"Downgraded for risk of bias. unclear risk of bias due to lack of allocation concealment, performance, and detection bias. Downgraded for imprecision, low sample size and event rate",TRUE,TRUE,FALSE,FALSE,FALSE
Adults undergoing bleaching,10% CP gel (medium dark shade),Placebo,Tooth whitening - 2 weeks,MD,9.3,8.75,9.85,TRUE,172,1,Very low,"Downgraded for risk of bias. unclear risk of bias due to lack of allocation concealment, performance, and detection bias. Downgraded for imprecision, low sample size and event rate",TRUE,TRUE,FALSE,FALSE,FALSE
Adults undergoing bleaching,10% CP gel (dark shade),Placebo,Tooth whitening - 2 weeks,MD,10,9.44,10.56,TRUE,176,1,Very low,"Downgraded for risk of bias. unclear risk of bias due to lack of allocation concealment, performance, and detection bias. Downgraded for imprecision, low sample size and event rate",TRUE,TRUE,FALSE,FALSE,FALSE
Adults undergoing bleaching,CP gel in tray,Placebo,Adverse effects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adults undergoing bleaching,6% HP gel,Placebo,Tooth whitening - 14 days,MD,3.08,2.28,3.88,TRUE,49,1,Very low,"Downgraded for risk of bias, unclear risk of bias due to selection, performance and detection bias.
Downgraded for imprecision, single trial and low sample and event rate.",TRUE,TRUE,FALSE,FALSE,FALSE
Adults undergoing bleaching,6% HP gel,Placebo,Adverse effects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adults undergoing bleaching,10% HP strips,Placebo,Tooth whitening - 8 days,MD,2.24,1.72,2.76,TRUE,36,1,Very low,"Downgraded for risk of bias, unclear risk of bias due to selection, performance, detection bias.
Downgraded for imprecision, low sample size and event rate.",TRUE,TRUE,FALSE,FALSE,FALSE
Adults undergoing bleaching,6% HP strips,Placebo,Tooth whitening - 2 weeks,MD,2.24,1.83,2.66,TRUE,195,4,Low,"Downgraded for risk of bias, unclear risk of bias due to selection, performance, detection bias.
Downgraded for imprecision, low sample size and event rate.",TRUE,TRUE,FALSE,FALSE,FALSE
Adults undergoing bleaching,10% HP strips,Placebo,Tooth whitening - 15 days,MD,1.93,1.34,2.52,TRUE,40,1,Very low,"Downgraded for risk of bias, unclear risk of bias due to selection, performance, detection bias.
Downgraded for imprecision, low sample size and event rate.",TRUE,TRUE,FALSE,FALSE,FALSE
Adults undergoing bleaching,14% HP strips,Placebo,Tooth whitening - 3 weeks,MD,7.6,6.18,9.02,TRUE,28,1,Very low,"Downgraded for risk of bias, unclear risk of bias due to selection, performance, detection bias.
Downgraded for imprecision, low sample size and event rate.",TRUE,TRUE,FALSE,FALSE,FALSE
Adults undergoing bleaching,6% HP strips,Placebo,Tooth whitening - 6 weeks,MD,2.9,1.73,4.07,TRUE,37,1,Very low,"Downgraded for risk of bias, unclear risk of bias due to selection, performance, detection bias.
Downgraded for imprecision, low sample size and event rate.",TRUE,TRUE,FALSE,FALSE,FALSE
Adults undergoing bleaching,14% HP strips,Placebo,Tooth whitening - 6 weeks,MD,5.16,4.21,6.11,TRUE,35,1,Very low,"Downgraded for risk of bias, unclear risk of bias due to selection, performance, detection bias.
Downgraded for imprecision, low sample size and event rate.",TRUE,TRUE,FALSE,FALSE,FALSE
Adults undergoing bleaching,5.3% HP strips,Placebo,Tooth whitening - 6 months,MD,1.21,0.67,1.75,TRUE,52,1,Very low,"Downgraded for risk of bias, unclear risk of bias due to selection, performance, detection bias.
Downgraded for imprecision, low sample size and event rate.",TRUE,TRUE,FALSE,FALSE,FALSE
Adults undergoing bleaching,HP strips,Placebo,Adverse effects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adults undergoing bleaching,18% CP paint-on gel,Placebo,Tooth whitening - 3 weeks,MD,3.5,3.12,3.88,TRUE,77,1,Very low,"Downgraded for risk of bias ‐ unclear risk of bias due to selection and detection bias.
Downgraded for imprecision ‐ single trial and low sample and event rate.",TRUE,TRUE,FALSE,FALSE,FALSE
Adults undergoing bleaching,18% CP paint-on gel,Placebo,Adverse effects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adults undergoing bleaching,6% HP paint-on gel,Placebo,Tooth whitening - 2 weeks,SMD,0.67,0.19,1.14,TRUE,148,2,Very low,"Downgraded for risk of bias ‐ unclear risk of bias due to selection and detection bias.
Downgraded for imprecision ‐ single trial and low sample and event rate.",TRUE,TRUE,FALSE,FALSE,FALSE
Adults undergoing bleaching,6% HP paint-on gel,Placebo,Adverse effects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adults undergoing bleaching,7.5% SHMP chewing gum,Placebo,Tooth whitening - 2 days,MD,0.89,0.77,1.01,TRUE,37,1,Very low,"Downgraded for risk of bias ‐ unclear risk of bias due to selection and detection bias.
Downgraded for imprecision ‐ single trial and low sample and event rate.",TRUE,TRUE,FALSE,FALSE,FALSE
Adults undergoing bleaching,5.6% SHMP chewing gum,Placebo,Tooth whitening - 3 days,MD,2.6,1.45,3.75,TRUE,20,1,Very low,"Downgraded for risk of bias ‐ unclear risk of bias due to selection and detection bias.
Downgraded for imprecision ‐ single trial and low sample and event rate.",TRUE,TRUE,FALSE,FALSE,FALSE
