Population,Intervention,Comparison,Outcome,Measure,Effect,CI Lower,CI Upper,Significant,Number of participants,Number of studies,Certainty of the evidence (GRADE),Reasons for GRADE if not High,Risk of bias,Imprecision,Inconsistency,Indirectness,Publication bias
Patients with cancer receiving treatment,Cryotherapy,No treatment,Mucositis (any),RR,0.74,0.57,0.95,TRUE,472,5,Low,"3 studies at high risk of bias and 2 unclear. Substantial heterogeneity Chi squared = 14.77, df=4, P=0.005, I squared =73%,",TRUE,FALSE,TRUE,FALSE,FALSE
Patients with cancer receiving treatment,Cryotherapy,No treatment,Mucositis (severe),RR,0.36,0.17,0.77,TRUE,472,5,Low,"3 studies at high risk of bias and 2 unclear. Substantial heterogeneity Chi squared=14.31, df=4, P=0.006, I squared =72%.",TRUE,FALSE,TRUE,FALSE,FALSE
Patients with cancer receiving treatment,Amifostine,Placebo/no treatment,Mucositis (any),RR,0.95,0.91,0.99,TRUE,430,3,Moderate,Two trials at high risk of bias and one unclear.,TRUE,FALSE,FALSE,FALSE,FALSE
Patients with cancer receiving treatment,Amifostine,Placebo/no treatment,Mucositis (severe),RR,0.68,0.45,1.03,FALSE,845,9,Very low,"Six trials at high risk of bias and three unclear. Substantial heterogeneity, Chi squared 40.39, df=8, P<0..0001, I squared =80% with inconsistency (one trial favouring control). Wide confidence intervals, small studies and/or low event rates",TRUE,TRUE,TRUE,FALSE,FALSE
Patients with cancer receiving treatment,Keratinocyte GF,Placebo,Mucositis (any),RR,0.82,0.71,0.94,TRUE,160,2,Low,"Two studies at unclear risk of bias. Substantial heterogeneity Chi squared =10.11 df=1, P=0.001, I squared =90%.",TRUE,FALSE,TRUE,FALSE,FALSE
Patients with cancer receiving treatment,Keratinocyte GF,Placebo,Mucositis (severe),RR,0.72,0.58,0.9,TRUE,559,6,Low,"One study at high risk of bias and five at unclear risk of bias. Moderate heterogeneity Chi squared 10.37, df=5,P=0.07, I squared =52%",TRUE,FALSE,TRUE,FALSE,FALSE
Patients with cancer receiving treatment,Sucralfate,Placebo/usual care,Mucositis (any),RR,0.98,0.88,1.1,FALSE,222,3,Moderate,All studies at unclear risk of bias,TRUE,FALSE,FALSE,FALSE,FALSE
Patients with cancer receiving treatment,Sucralfate,Placebo/usual care,Mucositis (severe),RR,0.67,0.48,0.92,TRUE,428,7,Moderate,One study at low risk of bias and six at unclear risk of bias,TRUE,FALSE,FALSE,FALSE,FALSE
Patients with cancer receiving treatment,Chlorhexidine,Placebo/no treatment,Mucositis (any),RR,0.76,0.47,1.24,FALSE,454,4,Low,"One study at low risk of bias and three unclear. Substantial heterogeneity Chi squared 30.49, df=3, P<0.0001, I squared = 90%.",TRUE,FALSE,TRUE,FALSE,FALSE
Patients with cancer receiving treatment,Chlorhexidine,Placebo/no treatment,Mucositis (severe),RR,0.82,0.54,1.23,FALSE,244,4,Low,"One high risk of bias, two unclear and one low. Moderate heterogeneity Chi squared 7.44,df=3, P=0.06, I squared = 60%, with some inconsistency (only one study, at unclear risk of bias, showing benefit)",TRUE,FALSE,TRUE,FALSE,FALSE
