Population,Intervention,Comparison,Outcome,Measure,Effect,CI Lower,CI Upper,Significant,Number of participants,Number of studies,Certainty of the evidence (GRADE),Reasons for GRADE if not High,Risk of bias,Imprecision,Inconsistency,Indirectness,Publication bias
Adults with symptomatic apical periodontitis,Single dose of systemic antibiotics (clindamycin) with total chemo-mechanical debridement and root filling,Matched placebo with total chemo-mechanical debridement and root filling,Pain at 24 hours,NA,NA,NA,NA,NA,72,1,Low, Downgraded two levels due to very serious imprecision.,FALSE,TRUE,FALSE,FALSE,FALSE
Adults with symptomatic apical periodontitis,Single dose of systemic antibiotics (clindamycin) with total chemo-mechanical debridement and root filling,Matched placebo with total chemo-mechanical debridement and root filling,Pain at 72 hours,NA,NA,NA,NA,NA,72,1,Low, Downgraded two levels due to very serious imprecision.,FALSE,TRUE,FALSE,FALSE,FALSE
Adults with symptomatic apical periodontitis,Single dose of systemic antibiotics (clindamycin) with total chemo-mechanical debridement and root filling,Matched placebo with total chemo-mechanical debridement and root filling,Pain at 7 days,NA,NA,NA,NA,NA,72,1,Low, Downgraded two levels due to very serious imprecision.,FALSE,TRUE,FALSE,FALSE,FALSE
Adults with symptomatic apical periodontitis,Single dose of systemic antibiotics (clindamycin) with total chemo-mechanical debridement and root filling,Matched placebo with total chemo-mechanical debridement and root filling,Swelling at 24 hours,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adults with symptomatic apical periodontitis,Single dose of systemic antibiotics (clindamycin) with total chemo-mechanical debridement and root filling,Matched placebo with total chemo-mechanical debridement and root filling,Swelling at 72 hours,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adults with symptomatic apical periodontitis,Single dose of systemic antibiotics (clindamycin) with total chemo-mechanical debridement and root filling,Matched placebo with total chemo-mechanical debridement and root filling,Swelling at 7 days,RR,0.5,0.1,2.56,FALSE,72,1,Low, Downgraded two levels due to very serious imprecision.,FALSE,TRUE,FALSE,FALSE,FALSE
Adults with symptomatic apical periodontitis,Single dose of systemic antibiotics (clindamycin) with total chemo-mechanical debridement and root filling,Matched placebo with total chemo-mechanical debridement and root filling,Adverse effects,NA,NA,NA,NA,NA,72,1,Low, Downgraded two levels due to very serious imprecision.,FALSE,TRUE,FALSE,FALSE,FALSE
Adults with symptomatic necrotic tooth or localised acute apical abscess,7 days of postoperative systemic antibiotics (phenoxymethylpenicillin) with partial or total chemo-mechanical debridement and analgesics,Matched placebo with partial or total chemo-mechanical debridement and analgesics,Pain at 24 hours,MD,-0.03,-0.53,0.47,FALSE,61,2,Very low,"Downgraded one level due to high risk of bias in one study.
 Downgraded two levels due to very serious imprecision (small group sizes) in two studies.
Downgraded one level due to indirectness in one study (intervention restricted to partial/total chemo?mechanical debridement).",TRUE,TRUE,FALSE,TRUE,FALSE
Adults with symptomatic necrotic tooth or localised acute apical abscess,7 days of postoperative systemic antibiotics (phenoxymethylpenicillin) with partial or total chemo-mechanical debridement and analgesics,Matched placebo with partial or total chemo-mechanical debridement and analgesics,Pain at 72 hours,MD,0.08,-0.38,0.54,FALSE,61,2,Very low,"Downgraded one level due to high risk of bias in one study.
 Downgraded two levels due to very serious imprecision (small group sizes) in two studies.
Downgraded one level due to indirectness in one study (intervention restricted to partial/total chemo?mechanical debridement).",TRUE,TRUE,FALSE,TRUE,FALSE
Adults with symptomatic necrotic tooth or localised acute apical abscess,7 days of postoperative systemic antibiotics (phenoxymethylpenicillin) with partial or total chemo-mechanical debridement and analgesics,Matched placebo with partial or total chemo-mechanical debridement and analgesics,Pain at 7 days,MD,-0.05,-0.41,0.3,FALSE,41,1,Very low,"
 Downgraded two levels due to very serious imprecision (small group sizes) in two studies.
Downgraded one level due to indirectness in one study (intervention restricted to partial/total chemo?mechanical debridement).",FALSE,TRUE,FALSE,TRUE,FALSE
Adults with symptomatic necrotic tooth or localised acute apical abscess,7 days of postoperative systemic antibiotics (phenoxymethylpenicillin) with partial or total chemo-mechanical debridement and analgesics,Matched placebo with partial or total chemo-mechanical debridement and analgesics,Swelling at 24 hours,SMD,0.27,-0.23,0.78,FALSE,62,2,Very low,"Downgraded one level due to high risk of bias in one study.
Downgraded two levels due to very serious imprecision (small group sizes) in two studies.
 Downgraded one level due to indirectness in one study (intervention restricted to partial/total chemo?mechanical debridement).
Downgraded one level due to inconsistency (moderate to severe heterogeneity).",TRUE,TRUE,TRUE,TRUE,FALSE
Adults with symptomatic necrotic tooth or localised acute apical abscess,7 days of postoperative systemic antibiotics (phenoxymethylpenicillin) with partial or total chemo-mechanical debridement and analgesics,Matched placebo with partial or total chemo-mechanical debridement and analgesics,Swelling at 72 hours,SMD,0.02,-0.49,0.52,FALSE,61,2,Very low,"Downgraded one level due to high risk of bias in one study.
Downgraded two levels due to very serious imprecision (small group sizes) in two studies.
 Downgraded one level due to indirectness in one study (intervention restricted to partial/total chemo?mechanical debridement).
Downgraded one level due to inconsistency (moderate to severe heterogeneity).",TRUE,TRUE,TRUE,TRUE,FALSE
Adults with symptomatic necrotic tooth or localised acute apical abscess,7 days of postoperative systemic antibiotics (phenoxymethylpenicillin) with partial or total chemo-mechanical debridement and analgesics,Matched placebo with partial or total chemo-mechanical debridement and analgesics,Swelling at 7 days,MD,0.02,-0.28,0.32,FALSE,41,1,Very low,"Downgraded two levels due to very serious imprecision (small group sizes) in two studies.
Downgraded one level due to indirectness in one study (intervention restricted to partial/total chemo?mechanical debridement).",FALSE,TRUE,FALSE,TRUE,FALSE
Adults with symptomatic necrotic tooth or localised acute apical abscess,7 days of postoperative systemic antibiotics (phenoxymethylpenicillin) with partial or total chemo-mechanical debridement and analgesics,Matched placebo with partial or total chemo-mechanical debridement and analgesics,Adverse effects,NA,NA,NA,NA,NA,61,2,Very low,"Downgraded one level due to high risk of bias in one study.
Downgraded two levels due to very serious imprecision (small group sizes) in two studies.
Downgraded one level due to indirectness in one study (intervention restricted to partial/total chemo?mechanical debridement).",TRUE,TRUE,FALSE,TRUE,FALSE
