Population,Intervention,Comparison,Outcome,Measure,Effect,CI Lower,CI Upper,Significant,Number of participants,Number of studies,Certainty of the evidence (GRADE),Reasons for GRADE if not High,Risk of bias,Imprecision,Inconsistency,Indirectness,Publication bias
adults with oral cancer,elective ND,therapeutic (delayed) ND,Mortality,HR,0.64,0.5,0.83,TRUE,883,4,Moderate,Downgraded once due to risk of bias,TRUE,FALSE,FALSE,FALSE,FALSE
adults with oral cancer,elective ND,therapeutic (delayed) ND,"New disease, progression, and mortality",HR,0.56,0.45,0.7,TRUE,954,5,Moderate,Downgraded once due to risk of bias,TRUE,FALSE,FALSE,FALSE,FALSE
adults with oral cancer,elective ND,therapeutic (delayed) ND,Locoregional recurrence,HR,0.58,0.43,0.78,TRUE,458,4,Moderate,Downgraded once due to risk of bias,TRUE,FALSE,FALSE,FALSE,FALSE
adults with oral cancer,elective ND,therapeutic (delayed) ND,Recurrence,RR,0.58,0.48,0.7,TRUE,633,3,Moderate,Downgraded once due to risk of bias,TRUE,FALSE,FALSE,FALSE,FALSE
adults with oral cancer,elective ND,therapeutic (delayed) ND,Adverse events associated with treatment,RR,1.31,1.11,1.54,TRUE,746,2,Moderate,Downgraded once for risk of bias as only 2/5 trials provided data on adverse events (selective reporting of subjective outcomes),TRUE,FALSE,FALSE,FALSE,FALSE
adults with oral cancer,elective radical ND,elective selective ND,Total mortality,NA,NA,NA,NA,NA,252,2,Very low,Downgraded twice for very serious inconsistency and once for unclear/high risk of bias,TRUE,FALSE,TRUE,FALSE,FALSE
adults with oral cancer,elective radical ND,elective selective ND,"New disease, progression, and mortality",HR,0.57,0.29,1.11,FALSE,104,1,Very low,Downgraded twice for very serious imprecision and once for high risk of bias,TRUE,TRUE,FALSE,FALSE,FALSE
adults with oral cancer,elective radical ND,elective selective ND,Locoregional recurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adults with oral cancer,elective radical ND,elective selective ND,Recurrence,RR,1.21,0.63,2.33,FALSE,143,1,Very low,Downgraded twice for very serious imprecision and once for unclear risk of bias,TRUE,TRUE,FALSE,FALSE,FALSE
adults with oral cancer,elective radical ND,elective selective ND,Adverse events associated with treatment,NA,NA,NA,NA,NA,148,1,Low,Downgraded twice for very serious risk of bias,TRUE,FALSE,FALSE,FALSE,FALSE
adults with oral or oropharyngeal cancer,superselective ND,selective ND,Total mortality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adults with oral or oropharyngeal cancer,superselective ND,selective ND,"New disease, progression, and mortality",NA,NA,NA,NA,NA,32,1,Very low,Downgraded twice for very serious imprecision and once for unclear risk of bias,TRUE,TRUE,FALSE,FALSE,FALSE
adults with oral or oropharyngeal cancer,superselective ND,selective ND,Locoregional recurrence,NA,NA,NA,NA,NA,72,2,Very low,Downgraded twice for very serious imprecision and once for unclear risk of bias,TRUE,TRUE,FALSE,FALSE,FALSE
adults with oral or oropharyngeal cancer,superselective ND,selective ND,Recurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adults with oral or oropharyngeal cancer,superselective ND,selective ND,Adverse events associated with treatment,NA,NA,NA,NA,NA,72,2,Very low,Downgraded twice for very serious imprecision and once for high risk of bias for subjective outcomes,TRUE,TRUE,FALSE,FALSE,FALSE
adults with oral or oropharyngeal cancer,supraomohyoid ND,modified radical ND,Total mortality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adults with oral or oropharyngeal cancer,supraomohyoid ND,modified radical ND,"New disease, progression, and mortality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adults with oral or oropharyngeal cancer,supraomohyoid ND,modified radical ND,Locoregional recurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adults with oral or oropharyngeal cancer,supraomohyoid ND,modified radical ND,Recurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adults with oral or oropharyngeal cancer,supraomohyoid ND,modified radical ND,Adverse events associated with treatment,NA,NA,NA,NA,NA,332,1,Very low,Downgraded twice for very serious imprecision and once for high risk of bias for subjective outcomes,TRUE,TRUE,FALSE,FALSE,FALSE
adults with oral or oropharyngeal cancer,sentinel node biopsy,elective ND,Total mortality,HR,1,0.9,1.11,FALSE,279,1,Low,Downgraded once for imprecision and once for unclear risk of bias,TRUE,TRUE,FALSE,FALSE,FALSE
adults with oral or oropharyngeal cancer,sentinel node biopsy,elective ND,"New disease, progression, and mortality",HR,0.98,0.9,1.07,FALSE,279,1,Low,Downgraded once for imprecision and once for unclear risk of bias,TRUE,TRUE,FALSE,FALSE,FALSE
adults with oral or oropharyngeal cancer,sentinel node biopsy,elective ND,Locoregional recurrence,HR,1.04,0.91,1.19,FALSE,279,1,Low,Downgraded once for imprecision and once for unclear risk of bias,TRUE,TRUE,FALSE,FALSE,FALSE
adults with oral or oropharyngeal cancer,sentinel node biopsy,elective ND,Recurrence,NA,NA,NA,NA,NA,279,1,Very low,Downgraded twice for very serious imprecision and once for high risk of bias for subjective outcomes,TRUE,TRUE,FALSE,FALSE,FALSE
adults with oral or oropharyngeal cancer,sentinel node biopsy,elective ND,Adverse events associated with treatment,NA,NA,NA,NA,NA,NA,NA,Very low,Downgraded twice for very serious imprecision and once for high risk of bias for subjective outcomes,TRUE,TRUE,FALSE,FALSE,FALSE
adults with oral or oropharyngeal cancer,PET-CT following chemoradiotherapy,planned ND before or after chemoradiotherapy,Total mortality,HR,0.92,0.65,1.31,FALSE,564,1,Moderate,Downgraded once due to imprecision,FALSE,TRUE,FALSE,FALSE,FALSE
adults with oral or oropharyngeal cancer,PET-CT following chemoradiotherapy,planned ND before or after chemoradiotherapy,"New disease, progression, and mortality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adults with oral or oropharyngeal cancer,PET-CT following chemoradiotherapy,planned ND before or after chemoradiotherapy,Locoregional recurrence,HR,1,0.94,1.06,FALSE,564,1,Moderate,Downgraded once due to imprecision,FALSE,TRUE,FALSE,FALSE,FALSE
adults with oral or oropharyngeal cancer,PET-CT following chemoradiotherapy,planned ND before or after chemoradiotherapy,Recurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
