Population,Intervention,Comparison,Outcome,Measure,Effect,CI Lower,CI Upper,Significant,Number of participants,Number of studies,Certainty of the evidence (GRADE),Reasons for GRADE if not High,Risk of bias,Imprecision,Inconsistency,Indirectness,Publication bias
adults with periodontitis,FMS,control,Tooth loss,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adults with periodontitis,FMS,control,Change in PPD: whole mouth single- and multi-rooted teeth,MD,0.03,-0.14,0.2,FALSE,148,5,Low,Downgraded two levels for risk of bias (three trials at high risk of detection bias and one at unknown risk of bias).,TRUE,TRUE,FALSE,FALSE,FALSE
adults with periodontitis,FMS,control,Change in CAL: whole mouth single- and multi-rooted teeth,MD,0.1,-0.05,0.26,FALSE,148,5,Low,Downgraded two levels for risk of bias (three trials at high risk of detection bias and one at unknown risk of bias).,TRUE,TRUE,FALSE,FALSE,FALSE
adults with periodontitis,FMS,control,Change in BOP: whole mouth single- and multi-rooted teeth,MD,2.64,-8.81,14.09,FALSE,80,3,Very low,"Downgraded one level for inconsistency ‐ some concern about unexplained heterogeneity.
Downgraded two levels for risk of bias (two trials at high risk of detection bias).
Downgraded one level for design limitations and imprecision.",TRUE,TRUE,TRUE,FALSE,FALSE
adults with periodontitis,FMD,control,Tooth loss,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adults with periodontitis,FMD,control,Change in PPD: whole mouth single- and multi-rooted teeth,MD,0.11,-0.04,0.27,FALSE,214,6,Low,"Downgraded one level for risk of bias (two trials at high risk of detection bias and three trials at unknown risk of bias).
Downgraded one level for design limitations and imprecision.",TRUE,TRUE,FALSE,FALSE,FALSE
adults with periodontitis,FMD,control,Change in CAL: whole mouth single- and multi-rooted teeth,MD,0.07,-0.11,0.24,FALSE,214,6,Low,"Downgraded one level for risk of bias (two trials at high risk of detection bias and three trials at unknown risk of bias).
Downgraded one level for design limitations and imprecision.",TRUE,TRUE,FALSE,FALSE,FALSE
adults with periodontitis,FMD,control,Change in BOP: whole mouth single- and multi-rooted teeth,MD,9.54,-2.24,21.32,FALSE,92,4,Very low,"Downgraded one level for design limitations and imprecision.
Downgraded one level for inconsistency – some concern with unexplained heterogeneity.
Downgraded one level for risk of bias (one trial at high risk of detection bias and two at unknown risk of bias).",TRUE,TRUE,TRUE,FALSE,FALSE
adults with periodontitis,FMS,FMD,Tooth loss,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adults with periodontitis,FMS,FMD,Change in PPD: whole mouth single- and multi-rooted teeth,MD,-0.11,-0.3,0.07,FALSE,112,4,Low,"Downgraded one level for design limitations and imprecision.
Downgraded one level for risk of bias (two trials at high risk of detection bias and one trial at unknown risk of bias).",TRUE,TRUE,FALSE,FALSE,FALSE
adults with periodontitis,FMS,FMD,Change in CAL: whole mouth single- and multi-rooted teeth,MD,-0.05,-0.23,0.13,FALSE,112,4,Low,"Downgraded one level for design limitations and imprecision.
Downgraded one level for risk of bias (two trials at high risk of detection bias and one trial at unknown risk of bias).",TRUE,TRUE,FALSE,FALSE,FALSE
adults with periodontitis,FMS,FMD,Change in BOP: whole mouth single- and multi-rooted teeth,MD,-0.2,-13.27,12.87,FALSE,42,2,Very low,"Downgraded one level for design limitations and imprecision.
Downgraded one level for moderate imprecision.
Downgraded one level for risk of bias (one trial at unknown risk of detection bias).",TRUE,TRUE,TRUE,FALSE,FALSE
