Population,Intervention,Comparison,Outcome,Measure,Effect,CI Lower,CI Upper,Significant,Number of participants,Number of studies,Certainty of the evidence (GRADE),Reasons for GRADE if not High,Risk of bias,Imprecision,Inconsistency,Indirectness,Publication bias
People with dental caries,ART using H-GIC,Conventional treatment using H-GIC,Restoration failure (primary dentition) at 12 to 24 months,OR,1.6,1.13,2.27,TRUE,643,5,Low,"We downgraded the evidence by two levels because of very serious concerns regarding risk of bias: we judged all five studies as high risk of performance bias, three studies as high risk of attrition bias, and two studies as high risk of reporting bias.",TRUE,FALSE,FALSE,FALSE,FALSE
People with dental caries,ART using H-GIC,Conventional treatment using H-GIC,Pain,MD,-0.65,-1.38,0.07,FALSE,40,1,Low,We downgraded the evidence by one level because it is a single study (imprecision) and one level because of serious concern regarding high risk of performance bias.,TRUE,TRUE,FALSE,FALSE,FALSE
People with dental caries,ART using H-GIC,Conventional treatment using H-GIC,Adverse events,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People with dental caries,ART using composite,Conventional treatment using composite,Restoration failure (primary dentition),OR,1.11,0.54,2.29,FALSE,57,1,Very low,We downgraded the evidence by three levels: one level because it is a single study (indirectness) and two levels because of very serious concern regarding the risk of bias (high risk of performance bias and high risk of attrition bias). The result was also very imprecise.,TRUE,TRUE,FALSE,TRUE,FALSE
People with dental caries,ART using composite,Conventional treatment using composite,Pain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People with dental caries,ART using composite,Conventional treatment using composite,Adverse events,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People with dental caries,ART using RM-GIC,Conventional treatment using RM-GIC,Restoration failure (primary dentition),NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
People with dental caries,ART using RM-GIC,Conventional treatment using RM-GIC,Restoration failure (permanent teeth),OR,2.71,0.94,7.81,FALSE,64,1,Very low,"We downgraded the evidence by one level because it is a single study (indirectness), one level because of concern regarding high risk of performance bias, and one level because the result was imprecise.",TRUE,TRUE,FALSE,TRUE,FALSE
People with dental caries,ART using RM-GIC,Conventional treatment using RM-GIC,Pain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People with dental caries,ART using RM-GIC,Conventional treatment using RM-GIC,Adverse events,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
